"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"CU","2012-07-01","75.1","null","null","Todd Frazier",453943,285064,"home_run","hit_into_play_score",,,,,"4","Todd Frazier homers (8) on a fly ball to left field.   Ryan Ludwick scores.","R","R","R","SF","CIN","X","null","fly_ball",3,2,2012,"0.22905000000000000000","-0.66000000000000000000","-0.5990","2.3500","null","null","407886.00",0,5,"Top","47.19","64.26",,,"null",,"null",,,,,,,"3.3200","1.4700","null","null","null","null","null","null",318906,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",33,"9"
"SI","2012-07-01","85.7","null","null","Alberto Callaspo",430948,444836,"home_run","hit_into_play_score",,,,,"1","Alberto Callaspo homers (6) on a line drive to left field.   Howard Kendrick scores.","R","R","L","TOR","LAA","X","null","line_drive",0,0,2012,"-0.05763333333333333333","0.23583333333333333333","-0.8230","2.8560","null","null","435062.00",0,5,"Top","30.12","75.30",,,"null",,"null",,,,,,,"3.2500","1.5600","null","null","null","null","null","null",318902,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",30,"1"
"SI","2012-07-01","91.8","null","null","Michael McKenry",502374,150414,"home_run","hit_into_play_score",,,,,"5","Michael McKenry homers (6) on a fly ball to left center field.   Drew Sutton scores.    Clint Barmes scores.","R","R","R","STL","PIT","X","null","fly_ball",0,0,2012,"-1.3964166666666667","0.54973333333333333333","-0.0980","2.2830","450300.00","null","425549.00",1,4,"Top","67.27","19.08",,,"null",,"null",,,,,,,"3.4500","1.5600","null","null","null","null","null","null",318914,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",34,"1"
"CU","2012-07-01","77.2","null","null","Allen Craig",501800,407853,"home_run","hit_into_play_score",,,,,"8","Allen Craig homers (11) on a fly ball to center field.   Matt Carpenter scores.","R","R","L","STL","PIT","X","null","fly_ball",0,1,2012,"-0.97195833333333333333","-0.63563333333333333333","-0.0250","1.6490","null","572761.00","null",1,3,"Bot","158.63","26.10",,,"null",,"null",,,,,,,"3.3600","1.5100","null","null","null","null","null","null",318914,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",26,"2"
"FC","2012-07-01","86.4","null","null","Robinson Cano",429664,425856,"home_run","hit_into_play_score",,,,,"8","Robinson Cano homers (20) on a fly ball to right center field.    Mark Teixeira scores.","R","L","R","NYY","CWS","X","null","fly_ball",3,2,2012,"-0.24411666666666666667","0.74036666666666666667","-0.1120","2.1730","null","null","407893.00",1,3,"Bot","192.77","42.17",,,"null",,"null",,,,,,,"3.5000","1.6600","null","null","null","null","null","null",318905,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",28,"6"
"FF","2012-07-01","90.8","null","null","Giancarlo Stanton",519317,430599,"home_run","hit_into_play_score",,,,,"2","Giancarlo Stanton homers (19) on a fly ball to right field.","R","R","R","MIA","PHI","X","null","fly_ball",2,1,2012,"-0.52662500000000000000","1.7050000000000000","0.2400","3.3630","null","null","null",2,3,"Bot","208.84","59.24",,,"null",,"null",,,,,,,"3.4900","1.6200","null","null","null","null","null","null",318913,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",22,"4"
"FF","2012-07-01","92.2","null","null","Yadier Molina",425877,407853,"home_run","hit_into_play_score",,,,,"2","Yadier Molina homers (13) on a fly ball to left center field.","R","R","L","STL","PIT","X","null","fly_ball",0,2,2012,"0.44475833333333333333","1.8598000000000000","0.0240","3.1120","null","null","null",1,2,"Bot","66.27","26.10",,,"null",,"null",,,,,,,"3.5500","1.6000","null","null","null","null","null","null",318914,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",15,"3"
"FF","2012-07-01","90.7","null","null","Aaron Cunningham",488811,451085,"home_run","hit_into_play_score",,,,,"3","Aaron Cunningham homers (1) on a fly ball to left field.","R","R","L","BAL","CLE","X","null","fly_ball",0,0,2012,"0.20260833333333333333","1.9744666666666667","0.5130","3.2250","null","null","null",0,3,"Top","49.20","49.20",,,"null",,"null",,,,,,,"3.4200","1.5800","null","null","null","null","null","null",318907,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",15,"1"
"CU","2012-07-01","80.5","null","null","Eric Chavez",136767,425856,"home_run","hit_into_play_score",,,,,"9","Eric Chavez homers (6) on a fly ball to right field.    Raul Ibanez scores.","R","L","R","NYY","CWS","X","null","fly_ball",2,2,2012,"0.9582833333333333","-0.22570000000000000000","0.6000","1.7250","null","116380.00","null",0,2,"Bot","213.86","45.18",,,"null",,"null",,,,,,,"3.2800","1.6200","null","null","null","null","null","null",318905,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",17,"5"
"CU","2012-07-01","73.7","null","null","Trevor Plouffe",461858,136600,"home_run","hit_into_play_score",,,,,"5","Trevor Plouffe homers (17) on a fly ball to left field.","R","R","L","MIN","KC","X","null","fly_ball",0,0,2012,"-0.48765833333333333333","-0.30596666666666666667","-0.1120","2.0400","null","null","null",2,2,"Bot","32.13","65.26",,,"null",,"null",,,,,,,"3.2200","1.4900","null","null","null","null","null","null",318910,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",13,"1"
"FF","2012-07-01","92.3","null","null","Shelley Duncan",455167,451085,"home_run","hit_into_play_score",,,,,"5","Shelley Duncan homers (6) on a fly ball to left center field.","R","R","L","BAL","CLE","X","null","fly_ball",1,1,2012,"0.32925000000000000000","1.7465666666666667","0.0220","2.4280","null","null","null",1,2,"Top","82.33","36.14",,,"null",,"null",,,,,,,"3.3900","1.6100","null","null","null","null","null","null",318907,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",8,"3"
"SI","2012-06-30","86.4","null","null","Miguel Montero",471083,457422,"home_run","hit_into_play_score",,,,,"8","Miguel Montero homers (8) on a fly ball to center field.","R","L","R","MIL","ARI","X","null","fly_ball",2,2,2012,"-0.72563333333333333333","-1.1645333333333333","-0.1440","2.0470","null","null","null",0,9,"Top","124.50","22.09",,,"null",,"null",,,,,,,"3.3600","1.5700","null","null","null","null","null","null",318888,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",73,"5"
"SL","2012-06-30","86.0","null","null","Alexi Amarista",506560,493603,"home_run","hit_into_play_score",,,,,"5","Alexi Amarista homers (3) on a fly ball to right center field.    Yonder Alonso scores.    Cameron Maybin scores.","R","L","R","COL","SD","X","null","fly_ball",2,2,2012,"0.21513333333333333333","-1.1029000000000000","-0.1020","1.8750","null","475174.00","457727.00",2,8,"Top","184.74","31.12",,,"null",,"null",,,,,,,"2.9900","1.3500","null","null","null","null","null","null",318900,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",63,"5"
"SI","2012-06-30","89.0","null","null","Trevor Plouffe",461858,459415,"home_run","hit_into_play_score",,,,,"7","Trevor Plouffe homers (16) on a fly ball to left field.","R","R","L","MIN","KC","X","null","fly_ball",3,2,2012,"1.2658416666666667","0.40926666666666666667","-0.7000","1.8060","null","null","null",2,8,"Bot","24.10","78.31",,,"null",,"null",,,,,,,"3.2000","1.4800","null","null","null","null","null","null",318039,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",72,"6"
"FF","2012-06-30","95.9","null","null","Carlos Pena",150289,276542,"home_run","hit_into_play_score",,,,,"6","Carlos Pena homers (11) on a fly ball to right field.","R","L","R","TB","DET","X","null","fly_ball",0,0,2012,"-0.83835833333333333333","1.9042333333333333","0.2960","2.1470","null","null","null",2,8,"Bot","218.88","55.22",,,"null",,"null",,,,,,,"3.2200","1.4500","null","null","null","null","null","null",318893,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",67,"1"
"FF","2012-06-30","90.9","null","null","Jeff Keppinger",433898,276542,"home_run","hit_into_play_score",,,,,"1","Jeff Keppinger homers (3) on a fly ball to left field.","R","R","R","TB","DET","X","null","fly_ball",3,1,2012,"-0.61430000000000000000","1.8368666666666667","-0.4180","3.3990","null","null","null",1,8,"Bot","45.18","74.30",,,"null",,"null",,,,,,,"3.3500","1.6200","null","null","null","null","null","null",318893,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",65,"5"
"FF","2012-06-30","90.1","null","null","Austin Jackson",457706,407908,"home_run","hit_into_play_score",,,,,"5","Austin Jackson homers (8) on a fly ball to left field.   Brennan Boesch scores.    Ramon Santiago scores.","R","R","R","TB","DET","X","null","fly_ball",0,1,2012,"-0.67135833333333333333","1.9329000000000000","-0.0800","2.6100","null","453269.00","421124.00",2,8,"Top","42.17","58.23",,,"null",,"null",,,,,,,"3.3600","1.5100","null","null","null","null","null","null",318893,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",62,"2"
"FT","2012-06-30","93.3","null","null","Carlos Gomez",460576,444520,"home_run","hit_into_play_score",,,,,"2","Carlos Gomez homers (4) on a fly ball to left center field.","R","R","L","MIL","ARI","X","null","fly_ball",3,2,2012,"0.33620833333333333333","-0.37046666666666666667","-0.0980","2.8210","null","null","null",2,6,"Bot","58.23","37.15",,,"null",,"null",,,,,,,"3.3900","1.5400","null","null","null","null","null","null",318888,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",52,"7"
"SL","2012-06-30","82.2","null","null","Alexi Amarista",506560,425386,"home_run","hit_into_play_score",,,,,"8","Alexi Amarista homers (2) on a fly ball to center field.","R","L","R","COL","SD","X","null","fly_ball",0,0,2012,"0.10101666666666666667","-1.1602333333333333","0.0530","1.7150","null","null","null",0,7,"Top","139.56","13.05",,,"null",,"null",,,,,,,"2.9900","1.3500","null","null","null","null","null","null",318900,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",51,"1"
"CU","2012-06-30","78.4","null","null","Shelley Duncan",455167,488984,"home_run","hit_into_play_score",,,,,"4","Shelley Duncan homers (5) on a fly ball to left field.","R","R","R","BAL","CLE","X","null","fly_ball",2,0,2012,"0.32646666666666666667","-0.43926666666666666667","-0.6840","2.2370","null","null","null",0,6,"Top","47.19","48.19",,,"null",,"null",,,,,,,"3.3900","1.6100","null","null","null","null","null","null",318892,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",54,"3"
"FF","2012-06-30","85.9","null","null","Josh Hamilton",285078,543548,"home_run","hit_into_play_score",,,,,"5","Josh Hamilton homers (25) on a fly ball to left center field.   Ian Kinsler scores.    Elvis Andrus scores.","R","L","L","TEX","OAK","X","null","fly_ball",1,0,2012,"0.23461666666666666667","1.4814000000000000","-0.0330","2.4300","null","435079.00","462101.00",2,5,"Bot","80.32","31.12",,,"null",,"null",,,,,,,"3.6800","1.7800","null","null","null","null","null","null",318897,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",42,"2"
"FF","2012-06-30","92.1","null","null","Anthony Rizzo",519203,457918,"home_run","hit_into_play_score",,,,,"5","Anthony Rizzo homers (1) on a fly ball to right field.    Starlin Castro scores.","R","L","L","CHC","HOU","X","null","fly_ball",1,0,2012,"0.28889166666666666667","1.9816333333333333","0.0870","2.5440","null","null","516770.00",2,5,"Bot","217.87","74.30",,,"null",,"null",,,,,,,"3.6400","1.7900","null","null","null","null","null","null",318894,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",42,"2"
"FF","2012-06-30","84.0","null","null","Hunter Pence",452254,279824,"home_run","hit_into_play_score",,,,,"7","Hunter Pence homers (16) on a fly ball to left center field.","R","R","L","MIA","PHI","X","null","fly_ball",3,1,2012,"0.03978333333333333333","1.2893333333333333","-0.3880","1.7300","null","null","null",1,7,"Top","71.29","37.15",,,"null",,"null",,,,,,,"3.5600","1.7200","null","null","null","null","null","null",318898,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",51,"5"
"CH","2012-06-30","83.6","null","null","Yasmani Grandal",518735,425386,"home_run","hit_into_play_score",,,,,"4","Yasmani Grandal homers (2) on a line drive to left field.   Carlos Quentin scores.","R","L","R","COL","SD","X","null","line_drive",0,1,2012,"-0.34570833333333333333","-0.87213333333333333333","-0.7710","2.6140","null","null","435041.00",1,6,"Top","40.16","59.24",,,"null",,"null",,,,,,,"3.3700","1.5700","null","null","null","null","null","null",318900,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",44,"2"
"SL","2012-06-30","84.5","null","null","Robinson Cano",429664,408241,"home_run","hit_into_play_score",,,,,"9","Robinson Cano homers (19) on a fly ball to right field.","R","L","R","NYY","CWS","X","null","fly_ball",0,0,2012,"0.03282500000000000000","0.67443333333333333333","0.3480","2.0370","null","null","null",0,6,"Bot","232.93","68.27",,,"null",,"null",,,,,,,"3.5100","1.6600","null","null","null","null","null","null",318890,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",43,"1"
"KC","2012-06-30","79.7","null","null","Wilin Rosario",501647,450172,"home_run","hit_into_play_score",,,,,"1","Wilin Rosario homers (13) on a fly ball to center field.","R","R","R","COL","SD","X","null","fly_ball",0,0,2012,"0.10240833333333333333","-1.5443666666666667","-0.5380","3.4020","null","null","null",0,5,"Bot","118.47","18.07",,,"null",,"null",,,,,,,"3.3800","1.6000","null","null","null","null","null","null",318900,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",37,"1"
"FF","2012-06-30","92.9","null","null","Ryan Braun",460075,489119,"home_run","hit_into_play_score",,,,,"13","Ryan Braun homers (22) on a fly ball to left center field.   Carlos Gomez scores.","R","R","L","MIL","ARI","X","null","fly_ball",1,2,2012,"0.22070000000000000000","-0.29450000000000000000","-0.8620","2.2140","460576.00","null","null",2,4,"Bot","77.31","32.13",,,"null",,"null",,,,,,,"3.6800","1.7600","null","null","null","null","null","null",318888,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",38,"4"
"SI","2012-06-30","86.6","null","null","Brett Lawrie",543434,518526,"home_run","hit_into_play_score",,,,,"2","Brett Lawrie homers (8) on a fly ball to left field.   Adam Lind scores.    J.  P.   Arencibia scores.","R","R","R","TOR","LAA","X","null","fly_ball",1,0,2012,"-1.5007916666666667","0.32183333333333333333","-0.1820","3.0440","null","452252.00","450317.00",1,5,"Bot","35.14","72.29",,,"null",,"null",,,,,,,"3.3100","1.5000","null","null","null","null","null","null",318887,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",48,"2"
"FF","2012-06-30","93.4","null","null","Ike Davis",477195,543135,"home_run","hit_into_play_score",,,,,"3","Ike Davis homers (11) on a fly ball to center field.   Andres Torres scores.    David Wright scores.","R","L","R","LAD","NYM","X","null","fly_ball",0,0,2012,"-0.97474166666666666667","1.4083000000000000","0.3690","2.9660","400083.00","null","431151.00",1,6,"Top","162.65","33.13",,,"null",,"null",,,,,,,"3.5400","1.6600","null","null","null","null","null","null",318896,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",39,"1"
