"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"FF","2012-09-04","92.2","null","null","Chris Parmelee",476633,458950,"home_run","hit_into_play_score",,,,,"8","Chris Parmelee homers (5) on a fly ball to center field.   Justin Morneau scores.    Ryan Doumit scores.","R","L","R","CWS","MIN","X","null","fly_ball",1,0,2012,"-1.11112500000000000000","1.27070000000000000000","-0.1860","1.9420","null","408047.00","425491.00",2,5,"Top","127.51","30.12",,,"null",,"null",,,,,,,"3.2700","1.5800","null","null","null","null","null","null",319765,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",53,"2"
"FF","2012-09-04","94.4","null","null","Ryan Zimmerman",475582,462515,"home_run","hit_into_play_score",,,,,"7","Ryan Zimmerman homers (18) on a fly ball to center field.","R","R","R","WSH","CHC","X","null","fly_ball",1,0,2012,"-1.4284250000000000","1.12593333333333333333","-0.4140","2.1610","null","null","null",0,6,"Bot","143.57","27.11",,,"null",,"null",,,,,,,"3.5900","1.6700","null","null","null","null","null","null",319760,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",55,"2"
"FF","2012-09-04","94.1","null","null","Johnny Giavotella",543213,400061,"home_run","hit_into_play_score",,,,,"4","Johnny Giavotella homers (1) on a fly ball to center field.","R","R","R","KC","TEX","X","null","fly_ball",1,2,2012,"-0.80217500000000000000","1.7637666666666667","-0.5810","2.2830","null","null","null",2,6,"Bot","106.43","24.10",,,"null",,"null",,,,,,,"3.1600","1.3700","null","null","null","null","null","null",319770,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",50,"4"
"FF","2012-09-04","89.9","null","null","Brandon Belt",474832,453178,"home_run","hit_into_play_score",,,,,"3","Brandon Belt homers (5) on a fly ball to right field.    Hunter Pence scores.","R","L","R","SF","ARI","X","null","fly_ball",0,2,2012,"-1.11530000000000000000","1.4169000000000000","0.4640","2.7840","null","452254.00","null",1,6,"Bot","220.88","94.38",,,"null",,"null",,,,,,,"3.2300","1.5100","null","null","null","null","null","null",319757,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",54,"4"
"CU","2012-09-04","71.0","null","null","Brandon Moss",461235,425844,"home_run","hit_into_play_score",,,,,"13","Brandon Moss homers (16) on a fly ball to left center field.","R","L","R","OAK","LAA","X","null","fly_ball",0,1,2012,"1.0181250000000000","-0.85206666666666666667","-0.8560","2.1280","null","null","null",0,7,"Bot","69.28","40.16",,,"null",,"null",,,,,,,"3.3800","1.5500","null","null","null","null","null","null",319756,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",52,"2"
"SL","2012-09-04","83.7","null","null","Miguel Cabrera",408234,475416,"home_run","hit_into_play_score",,,,,"8","Miguel Cabrera homers (34) on a line drive to left field.   Andy Dirks scores.","R","R","R","DET","CLE","X","null","line_drive",0,0,2012,"0.49068333333333333333","-0.20133333333333333333","-0.0150","2.3260","null","null","543108.00",2,6,"Bot","43.17","60.24",,,"null",,"null",,,,,,,"3.6000","1.8100","null","null","null","null","null","null",319761,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",49,"1"
"FT","2012-09-04","93.3","null","null","Alex Gordon",460086,457448,"home_run","hit_into_play_score",,,,,"5","Alex Gordon homers (11) on a fly ball to center field.   Alcides Escobar scores.","R","L","L","KC","TEX","X","null","fly_ball",2,1,2012,"1.0904916666666667","0.96970000000000000000","0.0650","2.8010","null","null","444876.00",2,5,"Bot","127.51","19.08",,,"null",,"null",,,,,,,"3.4800","1.6200","null","null","null","null","null","null",319770,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",41,"4"
"FF","2012-09-04","89.8","null","null","Ryan Lavarnway",543432,518444,"home_run","hit_into_play_score",,,,,"2","Ryan Lavarnway homers (1) on a fly ball to left field.","R","R","R","SEA","BOS","X","null","fly_ball",1,0,2012,"-1.06659166666666666667","1.23773333333333333333","-0.0600","3.1040","null","null","null",2,6,"Top","48.19","45.18",,,"null",,"null",,,,,,,"3.5700","1.7300","null","null","null","null","null","null",319759,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",49,"2"
"CH","2012-09-04","84.0","null","null","Jay Bruce",457803,452718,"home_run","hit_into_play_score",,,,,"8","Jay Bruce homers (31) on a line drive to right field.    Ryan Ludwick scores.","R","L","R","CIN","PHI","X","null","line_drive",2,1,2012,"-1.15705000000000000000","0.42790000000000000000","-0.2710","1.8420","null","null","407886.00",2,6,"Bot","211.85","73.29",,,"null",,"null",,,,,,,"3.7700","1.7700","null","null","null","null","null","null",319768,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",48,"4"
"SL","2012-09-04","79.2","null","null","Cody Ross",425496,518444,"home_run","hit_into_play_score",,,,,"9","Cody Ross homers (20) on a fly ball to left field.   Dustin Pedroia scores.    Jacoby Ellsbury scores.","R","R","R","SEA","BOS","X","null","fly_ball",0,0,2012,"0.44475833333333333333","-0.25006666666666666667","0.3840","1.8760","null","456030.00","453056.00",0,6,"Top","39.16","57.23",,,"null",,"null",,,,,,,"3.4000","1.5700","null","null","null","null","null","null",319759,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",46,"1"
"SL","2012-09-04","81.6","null","null","Melvin Upton Jr.",425834,150119,"home_run","hit_into_play_score",,,,,"6","B.  J.   Upton homers (18) on a fly ball to left center field.","R","R","R","TB","NYY","X","null","fly_ball",2,2,2012,"0.70778333333333333333","0.38490000000000000000","0.4080","2.3100","null","null","null",0,5,"Bot","77.31","26.10",,,"null",,"null",,,,,,,"3.6600","1.6300","null","null","null","null","null","null",319766,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",40,"7"
"SI","2012-09-04","88.9","null","null","Desmond Jennings",457775,150119,"home_run","hit_into_play_score",,,,,"4","Desmond Jennings homers (12) on a fly ball to left field.","R","R","R","TB","NYY","X","null","fly_ball",3,2,2012,"-0.85088333333333333333","1.3954000000000000","-0.7680","2.2230","null","null","null",0,5,"Bot","27.11","99.40",,,"null",,"null",,,,,,,"3.4100","1.5600","null","null","null","null","null","null",319766,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",39,"7"
"CU","2012-09-04","73.8","null","null","Gorkys Hernandez",491676,451788,"home_run","hit_into_play_score",,,,,"8","Gorkys Hernandez homers (1) on a fly ball to left center field.   Donnie Murphy scores.","R","R","R","MIA","MIL","X","null","fly_ball",2,2,2012,"0.18869166666666666667","-0.80906666666666666667","-0.1860","1.8570","null","430906.00","null",1,5,"Bot","81.33","33.13",,,"null",,"null",,,,,,,"3.3100","1.4300","null","null","null","null","null","null",319764,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",39,"5"
"CU","2012-09-04","73.8","null","null","Jordan Pacheco",457574,462102,"home_run","hit_into_play_score",,,,,"9","Jordan Pacheco homers (4) on a fly ball to left field.","R","R","R","ATL","COL","X","null","fly_ball",0,2,2012,"0.68551666666666666667","-1.2706000000000000","0.2900","2.2210","null","null","null",0,5,"Top","48.19","59.24",,,"null",,"null",,,,,,,"3.6000","1.6400","null","null","null","null","null","null",319762,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",33,"3"
"FF","2012-09-04","96.1","null","null","Tyler Moore",489138,503569,"home_run","hit_into_play_score",,,,,"4","Tyler Moore homers (8) on a fly ball to left field.   Danny Espinosa scores.","R","R","R","WSH","CHC","X","null","fly_ball",2,1,2012,"-1.2711666666666667","1.24203333333333333333","-0.6590","2.4200","null","457787.00","null",2,4,"Bot","34.14","66.27",,,"null",,"null",,,,,,,"3.4000","1.5600","null","null","null","null","null","null",319760,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",40,"4"
"FF","2012-09-04","96.3","null","null","Adam LaRoche",425560,503569,"home_run","hit_into_play_score",,,,,"1","Adam LaRoche homers (26) on a fly ball to left center field.","R","L","R","WSH","CHC","X","null","fly_ball",0,0,2012,"-1.2335916666666667","1.23056666666666666667","-0.6700","3.1610","null","null","null",2,4,"Bot","85.34","40.16",,,"null",,"null",,,,,,,"3.6200","1.6800","null","null","null","null","null","null",319760,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",38,"1"
"CU","2012-09-04","76.0","null","null","Aaron Hill",431094,285064,"home_run","hit_into_play_score",,,,,"5","Aaron Hill homers (21) on a fly ball to left field.   Adam Eaton scores.","R","R","R","SF","ARI","X","null","fly_ball",0,0,2012,"-0.16200833333333333333","-0.57686666666666666667","0.1760","2.2650","null","594809.00","null",1,4,"Top","56.22","50.20",,,"null",,"null",,,,,,,"3.2900","1.4800","null","null","null","null","null","null",319757,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",34,"1"
"SL","2012-09-04","79.8","null","null","Carlos Gonzalez",471865,462102,"home_run","hit_into_play_score",,,,,"7","Carlos Gonzalez homers (22) on a fly ball to center field.","R","L","R","ATL","COL","X","null","fly_ball",1,2,2012,"0.40440000000000000000","0.05953333333333333333","-0.4290","1.8360","null","null","null",1,4,"Top","158.63","17.07",,,"null",,"null",,,,,,,"3.4100","1.5900","null","null","null","null","null","null",319762,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",26,"4"
"CH","2012-09-04","81.6","null","null","Mark Reynolds",448602,453646,"home_run","hit_into_play_score",,,,,"1","Mark Reynolds homers (17) on a fly ball to left field.   Adam Jones scores.    Chris Davis scores.","R","R","R","TOR","BAL","X","null","fly_ball",1,0,2012,"-0.76738333333333333333","1.26640000000000000000","-0.4000","2.9700","null","430945.00","448801.00",1,5,"Top","38.15","58.23",,,"null",,"null",,,,,,,"3.4500","1.5900","null","null","null","null","null","null",319758,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",33,"2"
"SL","2012-09-04","82.7","null","null","Giancarlo Stanton",519317,451788,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (30) on a fly ball to center field.","R","R","R","MIA","MIL","X","null","fly_ball",1,0,2012,"0.24435833333333333333","0.99406666666666666667","0.3090","2.4210","null","null","null",0,4,"Bot","132.53","18.07",,,"null",,"null",,,,,,,"3.4800","1.6200","null","null","null","null","null","null",319764,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",30,"2"
"FS","2012-09-04","80.0","null","null","Evan Longoria",446334,150119,"home_run","hit_into_play_score",,,,,"4","Evan Longoria homers (10) on a fly ball to left center field.   Ben Zobrist scores.","R","R","R","TB","NYY","X","null","fly_ball",2,2,2012,"-0.27195000000000000000","0.53826666666666666667","-0.8150","2.8430","null","null","450314.00",2,3,"Bot","63.25","42.17",,,"null",,"null",,,,,,,"3.6300","1.7700","null","null","null","null","null","null",319766,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",26,"5"
"FF","2012-09-04","94.2","null","null","Kyle Seager",572122,452657,"home_run","hit_into_play_score",,,,,"5","Kyle Seager homers (16) on a fly ball to right center field.","R","L","L","SEA","BOS","X","null","fly_ball",1,0,2012,"0.75927500000000000000","1.27786666666666666667","-0.1990","2.1070","null","null","null",0,3,"Bot","176.71","31.12",,,"null",,"null",,,,,,,"3.2900","1.4400","null","null","null","null","null","null",319759,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",23,"2"
"SI","2012-09-04","93.7","null","null","Franklin Gutierrez",429711,452657,"home_run","hit_into_play_score",,,,,"5","Franklin Gutierrez homers (3) on a fly ball to center field.","R","R","L","SEA","BOS","X","null","fly_ball",0,0,2012,"1.0557000000000000","0.98833333333333333333","0.1110","2.7530","null","null","null",0,3,"Bot","94.38","23.09",,,"null",,"null",,,,,,,"3.3500","1.5000","null","null","null","null","null","null",319759,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",22,"1"
"SL","2012-09-04","85.6","null","null","Jesus Flores",435520,543734,"home_run","hit_into_play_score",,,,,"6","Jesus Flores homers (5) on a fly ball to center field.","R","R","L","WSH","CHC","X","null","fly_ball",2,2,2012,"-0.00753333333333333333","0.41500000000000000000","0.2960","2.1620","null","null","null",0,2,"Bot","108.43","33.13",,,"null",,"null",,,,,,,"3.3200","1.5600","null","null","null","null","null","null",319760,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",15,"6"
"FF","2012-09-04","88.5","null","null","Norichika Aoki",493114,453281,"home_run","hit_into_play_score",,,,,"12","Norichika Aoki homers (7) on a fly ball to right field.    Shaun Marcum scores.","R","L","L","MIA","MIL","X","null","fly_ball",1,0,2012,"0.63959166666666666667","2.1507666666666667","0.0230","3.3040","null","null","451788.00",2,2,"Top","207.83","66.27",,,"null",,"null",,,,,,,"3.1100","1.4000","null","null","null","null","null","null",319764,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",13,"2"
"SL","2012-09-04","79.6","null","null","Andre Ethier",444843,445590,"home_run","hit_into_play_score",,,,,"7","Andre Ethier homers (17) on a fly ball to right center field.","R","L","L","LAD","SD","X","null","fly_ball",0,1,2012,"-0.55306666666666666667","0.77476666666666666667","-0.4020","1.9070","null","null","null",2,2,"Bot","176.71","37.15",,,"null",,"null",,,,,,,"3.7200","1.6700","null","null","null","null","null","null",319769,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",14,"2"
"SI","2012-09-04","89.1","null","null","Ian Desmond",435622,543734,"home_run","hit_into_play_score",,,,,"6","Ian Desmond homers (20) on a fly ball to center field.   Jayson Werth scores.","R","R","L","WSH","CHC","X","null","fly_ball",2,1,2012,"1.3396000000000000","0.61566666666666666667","0.3920","2.7440","null","null","150029.00",0,1,"Bot","161.65","39.16",,,"null",,"null",,,,,,,"3.3600","1.5100","null","null","null","null","null","null",319760,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",6,"4"
"FF","2012-09-04","91.1","null","null","Robinson Cano",429664,502171,"home_run","hit_into_play_score",,,,,"11","Robinson Cano homers (29) on a line drive to left field.   Nick Swisher scores.","R","L","R","TB","NYY","X","null","line_drive",2,1,2012,"-0.75346666666666666667","1.6405000000000000","-0.8620","3.0720","null","null","430897.00",2,1,"Top","61.24","48.19",,,"null",,"null",,,,,,,"3.5000","1.6600","null","null","null","null","null","null",319766,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",4,"4"
"SL","2012-09-04","82.0","null","null","Elvis Andrus",462101,425386,"home_run","hit_into_play_score",,,,,"4","Elvis Andrus homers (3) on a fly ball to left field.","R","R","R","KC","TEX","X","null","fly_ball",1,1,2012,"0.35986666666666666667","0.22580000000000000000","-0.3030","2.1720","null","null","null",1,1,"Top","42.17","60.24",,,"null",,"null",,,,,,,"3.2900","1.4900","null","null","null","null","null","null",319770,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",2,"3"
"FF","2012-09-04","93.4","null","null","Chris Denorfia",456121,477132,"home_run","hit_into_play_score",,,,,"2","Chris Denorfia homers (6) on a fly ball to left field.","R","R","L","LAD","SD","X","null","fly_ball",0,0,2012,"-0.03397500000000000000","2.1507666666666667","-0.1540","3.0100","null","null","null",0,1,"Top","58.23","33.13",,,"null",,"null",,,,,,,"3.2800","1.4800","null","null","null","null","null","null",319769,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",1,"1"
"FF","2012-09-03","90.8","null","null","Chris Carter",474892,115629,"home_run","hit_into_play_score",,,,,"11","Chris Carter homers (14) on a fly ball to left center field.","R","R","R","OAK","LAA","X","null","fly_ball",1,0,2012,"-1.2614250000000000","1.23630000000000000000","-0.8690","3.0120","null","null","null",1,8,"Bot","82.33","39.16",,,"null",,"null",,,,,,,"3.5500","1.6800","null","null","null","null","null","null",319741,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",70,"2"
"SL","2012-09-03","83.9","null","null","Andre Ethier",444843,502381,"home_run","hit_into_play_score",,,,,"7","Andre Ethier homers (16) on a fly ball to right field.","R","L","R","LAD","SD","X","null","fly_ball",2,1,2012,"0.39883333333333333333","-0.16263333333333333333","-0.4780","2.0570","null","null","null",1,9,"Bot","196.79","35.14",,,"null",,"null",,,,,,,"3.7800","1.7000","null","null","null","null","null","null",319754,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",70,"4"
"FF","2012-09-03","92.1","null","null","Michael Young",276545,488786,"home_run","hit_into_play_score",,,,,"5","Michael Young homers (5) on a fly ball to left center field.   Nelson Cruz scores.","R","R","R","KC","TEX","X","null","fly_ball",0,0,2012,"-0.73120000000000000000","1.16463333333333333333","-0.1840","2.5500","null","null","443558.00",0,9,"Top","60.24","31.12",,,"null",,"null",,,,,,,"3.3200","1.5800","null","null","null","null","null","null",319755,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",62,"1"
"SI","2012-09-03","96.3","null","null","Daniel Murphy",502517,459939,"home_run","hit_into_play_score",,,,,"9","Daniel Murphy homers (5) on a fly ball to right field.    Ruben Tejada scores.","R","L","R","STL","NYM","X","null","fly_ball",2,1,2012,"-1.8111333333333333","1.4298000000000000","0.5630","1.9190","null","null","514913.00",0,8,"Top","199.80","60.24",,,"null",,"null",,,,,,,"3.3300","1.5300","null","null","null","null","null","null",319752,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",62,"4"
"SI","2012-09-03","93.9","null","null","Chris Iannetta",455104,471896,"home_run","hit_into_play_score",,,,,"7","Chris Iannetta homers (8) on a fly ball to left center field.   Vernon Wells scores.","R","R","L","OAK","LAA","X","null","fly_ball",2,0,2012,"1.1155416666666667","1.11016666666666666667","-0.3900","1.9940","null","null","150484.00",1,6,"Top","75.30","38.15",,,"null",,"null",,,,,,,"3.3600","1.6100","null","null","null","null","null","null",319741,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",48,"3"
"SL","2012-09-03","80.5","null","null","Kelly Shoppach",431159,523260,"home_run","hit_into_play_score",,,,,"6","Kelly Shoppach homers (8) on a fly ball to left field.   Mike Baxter scores.","R","R","R","STL","NYM","X","null","fly_ball",0,1,2012,"0.47537500000000000000","-0.22856666666666666667","0.3020","2.6820","null","null","488689.00",2,7,"Top","44.18","51.20",,,"null",,"null",,,,,,,"3.3400","1.5000","null","null","null","null","null","null",319752,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",53,"2"
"SI","2012-09-03","89.4","null","null","Hanley Ramirez",434670,599819,"home_run","hit_into_play_score",,,,,"8","Hanley Ramirez homers (24) on a fly ball to center field.","R","R","L","LAD","SD","X","null","fly_ball",0,0,2012,"1.0765750000000000","1.15603333333333333333","-0.2440","2.1890","null","null","null",2,6,"Bot","125.50","23.09",,,"null",,"null",,,,,,,"3.6200","1.6300","null","null","null","null","null","null",319754,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",48,"1"
"SL","2012-09-03","80.8","null","null","John Mayberry Jr.",460055,456501,"home_run","hit_into_play_score",,,,,"5","John Mayberry homers (14) on a line drive to left field.","R","R","R","CIN","PHI","X","null","line_drive",0,1,2012,"0.19425833333333333333","-0.42636666666666666667","0.1230","2.4210","null","null","null",1,6,"Top","54.22","61.24",,,"null",,"null",,,,,,,"3.5000","1.6100","null","null","null","null","null","null",319753,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",41,"2"
"FT","2012-09-03","91.6","null","null","Josh Donaldson",518626,450351,"home_run","hit_into_play_score",,,,,"3","Josh Donaldson homers (6) on a fly ball to center field.","R","R","L","OAK","LAA","X","null","fly_ball",1,1,2012,"1.3075916666666667","0.63430000000000000000","0.5690","2.8490","null","null","null",0,5,"Bot","98.39","27.11",,,"null",,"null",,,,,,,"3.2100","1.4400","null","null","null","null","null","null",319741,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",39,"3"
"SL","2012-09-03","82.7","null","null","Nelson Cruz",443558,136600,"home_run","hit_into_play_score",,,,,"4","Nelson Cruz homers (22) on a fly ball to left field.","R","R","L","KC","TEX","X","null","fly_ball",0,0,2012,"-0.67275000000000000000","0.87510000000000000000","-0.3430","2.6720","null","null","null",1,6,"Top","30.12","50.20",,,"null",,"null",,,,,,,"3.5900","1.6900","null","null","null","null","null","null",319755,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",38,"1"
"FF","2012-09-03","90.8","null","null","Adrian Beltre",134181,136600,"home_run","hit_into_play_score",,,,,"11","Adrian Beltre homers (28) on a fly ball to left field.","R","R","L","KC","TEX","X","null","fly_ball",2,2,2012,"0.76205833333333333333","1.6849333333333333","-0.1030","3.7340","null","null","null",1,6,"Top","46.18","53.21",,,"null",,"null",,,,,,,"3.5200","1.5700","null","null","null","null","null","null",319755,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",37,"5"
"SI","2012-09-03","95.3","null","null","Jamey Carroll",425206,502327,"home_run","hit_into_play_score",,,,,"2","Jamey Carroll homers (1) on a fly ball to left field.","R","R","L","CWS","MIN","X","null","fly_ball",2,2,2012,"1.0334333333333333","0.87796666666666666667","-0.2480","2.5870","null","null","null",1,5,"Top","24.10","90.36",,,"null",,"null",,,,,,,"3.1500","1.3200","null","null","null","null","null","null",319750,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",36,"7"
"null","2012-09-03","null","null","null","Jimmy Rollins",276519,456501,"home_run","hit_into_play_score",,,,,"null","Jimmy Rollins homers (17) on a fly ball to right center field.    Steven Lerud scores.    Tyler Cloyd scores.","R","L","R","CIN","PHI","X","null","fly_ball",0,0,2012,"null","null","null","null","null","452722.00","543031.00",2,5,"Top","182.73","43.17",,,"null",,"null",,,,,,,"null","null","null","null","null","null","null","null",319753,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",33,"1"
"FC","2012-09-03","80.2","null","null","Chris Johnson",453400,217096,"home_run","hit_into_play_score",,,,,"11","Chris Johnson homers (14) on a fly ball to left field.   Miguel Montero scores.","R","R","L","SF","ARI","X","null","fly_ball",1,2,2012,"-0.15226666666666666667","0.83640000000000000000","-0.8550","2.6660","null","null","471083.00",0,5,"Top","41.16","64.26",,,"null",,"null",,,,,,,"3.4800","1.6500","null","null","null","null","null","null",319742,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",35,"4"
"KC","2012-09-03","76.8","null","null","Brett Wallace",477165,502046,"home_run","hit_into_play_score",,,,,"4","Brett Wallace homers (7) on a fly ball to right center field.    Jose Altuve scores.    Tyler Greene scores.","R","L","L","PIT","HOU","X","null","fly_ball",0,0,2012,"-0.83140000000000000000","-0.61270000000000000000","-0.3140","2.7070","null","514888.00","460022.00",1,5,"Top","175.70","28.11",,,"null",,"null",,,,,,,"3.7100","1.7400","null","null","null","null","null","null",319748,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",35,"1"
"FF","2012-09-03","90.0","null","null","Skip Schumaker",435401,543521,"home_run","hit_into_play_score",,,,,"3","Skip Schumaker homers (1) on a fly ball to right field.","R","L","R","STL","NYM","X","null","fly_ball",2,2,2012,"-0.81887500000000000000","1.4828333333333333","0.7180","2.8270","null","null","null",0,4,"Bot","191.77","45.18",,,"null",,"null",,,,,,,"3.2900","1.6700","null","null","null","null","null","null",319752,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",32,"5"
"CU","2012-09-03","77.2","null","null","Vernon Wells",150484,543548,"home_run","hit_into_play_score",,,,,"9","Vernon Wells homers (10) on a fly ball to left field.","R","R","L","OAK","LAA","X","null","fly_ball",1,1,2012,"-0.34849166666666666667","-0.14973333333333333333","0.2950","2.1350","null","null","null",0,4,"Top","39.16","52.21",,,"null",,"null",,,,,,,"3.3800","1.5800","null","null","null","null","null","null",319741,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",26,"3"
"SI","2012-09-03","92.8","null","null","Melvin Upton Jr.",425834,282332,"home_run","hit_into_play_score",,,,,"6","B.  J.   Upton homers (17) on a fly ball to left center field.","R","R","L","TB","NYY","X","null","fly_ball",2,1,2012,"1.5901000000000000","1.3309000000000000","0.3910","2.8050","null","null","null",0,3,"Bot","74.30","29.12",,,"null",,"null",,,,,,,"3.8100","1.8800","null","null","null","null","null","null",319751,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",22,"4"
"CH","2012-09-03","82.1","null","null","Torii Hunter",116338,543548,"home_run","hit_into_play_score",,,,,"8","Torii Hunter homers (13) on a fly ball to left center field.","R","R","L","OAK","LAA","X","null","fly_ball",2,1,2012,"1.0988416666666667","0.82206666666666666667","0.1240","1.5720","null","null","null",0,3,"Top","64.26","47.19",,,"null",,"null",,,,,,,"3.4700","1.6000","null","null","null","null","null","null",319741,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",17,"4"
"CU","2012-09-03","75.0","null","null","Josh Hamilton",285078,136600,"home_run","hit_into_play_score",,,,,"5","Josh Hamilton homers (38) on a fly ball to right center field.","R","L","L","KC","TEX","X","null","fly_ball",0,0,2012,"-0.61430000000000000000","-0.45503333333333333333","-0.0540","2.3050","null","null","null",2,3,"Top","168.67","27.11",,,"null",,"null",,,,,,,"3.5900","1.7100","null","null","null","null","null","null",319755,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",18,"1"
"FF","2012-09-03","88.1","null","null","Gordon Beckham",493596,465679,"home_run","hit_into_play_score",,,,,"4","Gordon Beckham homers (13) on a fly ball to left field.   A.  J.   Pierzynski scores.","R","R","R","CWS","MIN","X","null","fly_ball",0,2,2012,"-0.66300833333333333333","-0.12823333333333333333","-0.5080","2.5100","null","null","150229.00",2,2,"Bot","34.14","66.27",,,"null",,"null",,,,,,,"3.3800","1.5800","null","null","null","null","null","null",319750,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",18,"3"
"CH","2012-09-03","80.4","null","null","Jay Bruce",457803,543031,"home_run","hit_into_play_score",,,,,"5","Jay Bruce homers (30) on a fly ball to right field.","R","L","R","CIN","PHI","X","null","fly_ball",1,0,2012,"-0.23159166666666666667","1.17466666666666666667","-0.1200","2.8100","null","null","null",1,2,"Bot","200.80","54.22",,,"null",,"null",,,,,,,"3.7400","1.7600","null","null","null","null","null","null",319753,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",13,"2"
